ID,Name,Dumpster,Month,Year,Date,Weight,Volume,PlasticBottles,Polystyrene,CigaretteButts,GlassBottles,PlasticBags,Wrappers,SportsBalls,HomesPowered,plastic_dumping_score,drinking_smoking_score
mister,Mister Trash Wheel,572,March,2023,3/29/2023,3.4099999999999997,15,2900,200,3000,20,200,1400,14,57,-0.7063907836417094,0.0680521776024424
mister,Mister Trash Wheel,573,April,2023,4/17/2023,4.78,15,1800,90,2400,16,170,980,11,80,-0.7981946659907029,-0.17320974199053293
mister,Mister Trash Wheel,574,April,2023,4/17/2023,5.31,15,2200,210,3800,30,280,1800,28,89,-0.7232880575216232,0.7213490853960901
mister,Mister Trash Wheel,575,April,2023,4/20/2023,2.97,15,3000,280,4000,22,320,2100,18,50,-0.44116226903126365,0.1382716097466014
mister,Mister Trash Wheel,576,April,2023,4/24/2023,3.66,15,2100,200,3300,21,260,2100,24,61,-0.49832251652228987,0.0862323618074705
mister,Mister Trash Wheel,577,April,2023,4/24/2023,4.87,15,1000,64,1900,10,120,900,9,81,-0.7695465357617063,-0.5701834927795097
mister,Mister Trash Wheel,578,April,2023,4/24/2023,5.31,15,2700,190,3600,32,340,2000,32,89,-0.6432357937856756,0.8339352176229717
mister,Mister Trash Wheel,579,May,2023,5/4/2023,3.66,15,2200,420,4100,27,290,2300,40,61,-0.5000226016421102,0.4788827074534537
mister,Mister Trash Wheel,580,May,2023,5/4/2023,2.62,15,3100,380,2900,40,220,1800,21,44,-0.9463634845172644,1.4212516346694717
mister,Mister Trash Wheel,581,June,2023,6/28/2023,3.56,15,3400,480,4400,36,310,2200,27,59,-0.6623506112274962,1.0989490291947077
mister,Mister Trash Wheel,582,June,2023,6/28/2023,3.79,15,4000,390,4200,32,400,1400,38,63,-0.690987083329845,0.8471452504193674
mister,Mister Trash Wheel,583,June,2023,6/28/2023,2.28,10,2100,300,3300,12,240,1000,18,38,-0.6192793315665619,-0.47169869450465834
mister,Mister Trash Wheel,584,June,2023,6/29/2023,3.9,15,1900,220,4700,30,180,2100,21,65,-0.7517287285774008,0.7275841691647652
mister,Mister Trash Wheel,585,July,2023,7/3/2023,4.08,15,2300,310,3900,27,220,1400,30,68,-0.8111241180948018,0.5475627832370439
mister,Mister Trash Wheel,586,July,2023,7/5/2023,4.359999999999999,15,3200,270,5200,21,320,1800,27,73,-0.48730740929393296,0.08572421939582874
mister,Mister Trash Wheel,587,July,2023,7/5/2023,4.23,15,1200,180,2500,18,190,1500,14,71,-0.686896985608735,-0.06882364146515504
mister,Mister Trash Wheel,588,July,2023,7/10/2023,3.71,15,3400,400,4500,22,280,2200,27,62,-0.4273221987043161,0.1380383614626138
mister,Mister Trash Wheel,589,July,2023,7/10/2023,3.58,15,2100,200,3200,29,250,1800,21,60,-0.7410863765530831,0.6593303796528324
mister,Mister Trash Wheel,590,July,2023,7/10/2023,3.79,15,980,80,1400,6,150,980,2,63,-0.648603967165644,-0.8585152729935764
mister,Mister Trash Wheel,591,July,2023,7/10/2023,3.88,15,540,48,980,0,120,450,8,65,-0.7024133055306279,-1.2354505423434397
mister,Mister Trash Wheel,592,July,2023,7/10/2023,3.81,15,1100,100,2100,12,48,900,12,64,-0.8683263521607643,-0.41664551917621667
mister,Mister Trash Wheel,593,July,2023,7/11/2023,3.82,15,750,50,1200,10,110,1200,10,64,-0.7081676459728291,-0.5841471094226561
mister,Mister Trash Wheel,594,July,2023,7/24/2023,1.89,10,1800,160,3200,24,220,1700,24,32,-0.705159803752112,0.3271136164112477
mister,Mister Trash Wheel,595,July,2023,7/24/2023,3.58,15,2300,390,5000,32,360,2400,30,60,-0.5139126789302124,0.8043416751604943
mister,Mister Trash Wheel,596,July,2023,7/31/2023,3.67,15,3400,480,5800,24,440,3000,18,61,-0.11161073661675139,0.19423459086263553
mister,Mister Trash Wheel,597,July,2023,7/31/2023,2.9099999999999997,15,2700,300,4200,38,220,1800,30,49,-0.9147912246653354,1.2854715781654238
mister,Mister Trash Wheel,598,August,2023,8/8/2023,4.44,15,3000,440,5400,21,330,1400,24,74,-0.5708723124886872,0.1035956976886719
mister,Mister Trash Wheel,599,August,2023,8/9/2023,3.4099999999999997,15,3800,350,6000,18,120,2100,40,57,-0.5116803761882446,-0.09762683087977359
mister,Mister Trash Wheel,600,August,2023,8/10/2023,3.83,15,4200,480,4800,40,270,2400,21,64,-0.7156510090228502,1.3713972614286516
mister,Mister Trash Wheel,601,August,2023,8/10/2023,2.67,15,1800,90,3800,27,420,1850,42,45,-0.5275377263463908,0.48269524827935834
mister,Mister Trash Wheel,602,August,2023,8/14/2023,2.15,10,2000,290,4300,24,400,3000,36,36,-0.17905808378305643,0.21006939086280063
mister,Mister Trash Wheel,603,August,2023,8/17/2023,3.08,15,3300,400,5500,44,310,1100,10,51,-1.1195150674896177,1.7174811673871933
mister,Mister Trash Wheel,604,September,2023,9/11/2023,2.77,15,4200,500,4200,18,540,2900,30,46,0.09995518387237495,-0.24087088628030406
mister,Mister Trash Wheel,605,September,2023,9/11/2023,3.55,15,1200,210,3100,10,200,1400,6,59,-0.5522016548703594,-0.6194980152693291
mister,Mister Trash Wheel,606,September,2023,9/12/2023,3.51,15,2200,340,4400,20,140,2000,20,59,-0.6061384659447758,0.04679209899580403
mister,Mister Trash Wheel,607,september,2023,9/12/2023,3.32,15,850,150,1800,8,180,1500,18,55,-0.5095909386490792,-0.7574919506101758
mister,Mister Trash Wheel,608,September,2023,9/12/2023,3.1,15,980,80,2100,16,80,1100,4,52,-0.8753039480755738,-0.15736764306400977
mister,Mister Trash Wheel,609,September,2023,9/13/2023,3.97,15,300,50,1500,12,120,600,0,66,-0.907002763229451,-0.4123908094993992
mister,Mister Trash Wheel,610,September,2023,9/13/2023,2.86,15,450,120,900,0,100,800,0,48,-0.6342558223162685,-1.2518213863780259
mister,Mister Trash Wheel,611,September,2023,9/13/2023,3.53,15,80,20,500,4,40,350,2,59,-0.8971038220739705,-0.933163495543587
mister,Mister Trash Wheel,612,September,2023,9/19/2023,2.3899999999999997,10,1800,240,3600,24,280,2100,27,40,-0.5371373844800059,0.28950182548711667
mister,Mister Trash Wheel,613,September,2023,9/19/2023,3.26,15,2200,380,4800,40,410,2700,18,54,-0.5578410052770821,1.3306261016882575
mister,Mister Trash Wheel,614,September,2023,9/26/2023,3.55,15,3400,360,4200,20,300,1200,14,59,-0.6386709044250805,0.05283217025093562
mister,Mister Trash Wheel,615,October,2023,10/10/2023,2.27,15,3100,240,3300,12,220,980,30,38,-0.6190455659272002,-0.4679656063278185
mister,Mister Trash Wheel,616,October,2023,10/18/2023,2.19,15,2600,190,3900,18,290,1600,20,37,-0.5335593535632586,-0.10079051620956896
mister,Mister Trash Wheel,617,November,2023,11/24/2023,3.36,15,1800,120,2400,6,140,1900,14,56,-0.39415019050033206,-0.9115931352475923
mister,Mister Trash Wheel,618,November,2023,11/24/2023,2.9299999999999997,15,1200,180,3200,12,180,1000,22,49,-0.7007826848232863,-0.4536129607068649
mister,Mister Trash Wheel,619,November,2023,11/24/2023,2.46,15,2200,210,3700,21,240,1200,18,41,-0.7481360498818869,0.1414810726620885
mister,Mister Trash Wheel,620,November,2023,11/24/2023,3.23,15,1400,100,2000,8,80,980,10,54,-0.7363945680178535,-0.7060397008901664
mister,Mister Trash Wheel,621,November,2023,11/29/2023,2.07,10,2100,180,2800,18,200,1500,30,35,-0.6465126730959571,-0.07381951775647659
mister,Mister Trash Wheel,622,November,2023,11/29/2023,2.63,15,1600,240,3200,28,260,1100,18,44,-0.8991257762376684,0.6282752280991135
mister,Mister Trash Wheel,623,November,2023,11/29/2023,2.9499999999999997,15,2000,160,4400,24,180,2200,12,49,-0.6213530712040362,0.3075537238874381
mister,Mister Trash Wheel,624,December,2023,12/12/2023,3.18,15,3200,240,4200,30,210,1800,16,53,-0.7768969895015937,0.7339362235030965
mister,Mister Trash Wheel,625,December,2023,12/12/2023,3.73,15,2100,190,3000,22,190,1200,20,62,-0.8168566354775779,0.22237512647141047
mister,Mister Trash Wheel,626,December,2023,12/20/2023,3.01,15,1400,120,2900,12,220,980,32,50,-0.6613838248110251,-0.46106817029610786
mister,Mister Trash Wheel,627,December,2023,12/20/2023,2.34,15,880,75,2600,8,140,1400,10,39,-0.5852017508144982,-0.7412513299381439
mister,Mister Trash Wheel,628,December,2023,12/23/2023,2.88,15,2000,140,3200,18,200,1900,22,48,-0.5567846575168206,-0.09525308602108994
mister,Mister Trash Wheel,629,December,2023,12/23/2023,2.51,15,1200,210,4000,27,250,1600,21,42,-0.7697900980557011,0.5346662871538705
